,id,created_at,updated_at,timestamp,sensor_id,sensor_value,isanalyzed,count,time_since_boot,status_bin
159,4676045,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:19:34.026194+00,45600,1,t,3613,-1804678439,1111111111111111
166,4676085,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:26.663868+00,45598,0,t,3614,-1804625801,1111111111111011
170,4676104,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:45.82502+00,45598,1,t,3615,-1804606640,1111111111111111
171,4676139,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:52.470752+00,45600,0,t,3616,-1804599994,1111111111101111
177,4676215,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:21:54.208513+00,45599,0,t,3617,-1804538256,1111111111100111
178,4676228,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:22:03.442779+00,45600,1,t,3618,-1804529022,1111111111110111
179,4676230,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:22:04.517921+00,45599,1,t,3619,-1804527947,1111111111111111
188,4676710,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:28:26.017908+00,45601,0,t,3620,-1804146448,1111111111011111
189,4676717,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:28:36.320403+00,45601,1,t,3621,-1804136145,1111111111111111
196,4678045,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:43:15.078591+00,45597,0,t,3622,-1803257389,1111111111111101
197,4678055,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:43:25.212714+00,45597,1,t,3623,-1803247254,1111111111111111
200,4678130,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:43:59.887386+00,45597,0,t,3624,-1803212580,1111111111111101
201,4678141,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:44:10.040616+00,45597,1,t,3625,-1803202427,1111111111111111
202,4678182,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:44:51.556205+00,11-0,0,t,3626,-1803160911,1111111111111110
203,4678234,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:45:02.015663+00,11-0,1,t,3627,-1803150452,1111111111111111
210,4678378,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:46:32.319221+00,11-0,0,t,3628,-1803060148,1111111111111110
211,4678464,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:47:30.650546+00,11-0,1,t,3629,-1803001817,1111111111111111
215,4678475,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:48:09.810751+00,11-0,0,t,3630,-1802962657,1111111111111110
217,4678492,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:48:47.815902+00,11-0,1,t,3631,-1802924652,1111111111111111
222,4678621,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:50:42.688892+00,45598,0,t,3632,-1802809779,1111111111111011
223,4678633,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:51:00.557884+00,45598,1,t,3633,-1802791910,1111111111111111
228,4678755,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:51:46.586947+00,45600,0,t,3634,-1802745881,1111111111101111
233,4679340,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:57:50.666525+00,45599,0,t,3635,-1802381802,1111111111100111
234,4679355,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:58:00.947885+00,45599,1,t,3636,-1802371521,1111111111101111
241,4679925,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:03:41.142512+00,45601,0,t,3637,-1802031327,1111111111001111
242,4679972,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:03:51.405919+00,45600,1,t,3639,-1802021063,1111111111111111
243,4679973,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:03:51.405919+00,45601,1,t,3639,-1802021063,1111111111111111
244,4679974,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:03:51.295743+00,45601,0,t,3638,-1802021173,1111111111011111
253,4680437,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:08:24.442372+00,45599,0,t,3640,-1801748027,1111111111110111
254,4680438,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:08:24.442372+00,45601,1,t,3640,-1801748027,1111111111110111
255,4680448,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:08:34.6846+00,45599,1,t,3641,-1801737785,1111111111111111
256,4680575,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:13:03.326687+00,45598,0,t,3642,-1801469143,1111111111111011
257,4680580,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:13:34.703203+00,45598,1,t,3643,-1801437767,1111111111111111
261,4680601,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:14:03.908256+00,11-0,0,t,3644,-1801408562,1111111111111110
263,4680613,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:14:59.765276+00,11-0,1,t,3645,-1801352705,1111111111111111
268,4680652,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:16:07.922559+00,45598,0,t,3646,-1801284548,1111111111111011
269,4680663,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:16:27.898034+00,45598,1,t,3647,-1801264573,1111111111111111
271,4680670,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:16:52.868593+00,11-0,0,t,3648,-1801239602,1111111111111110
275,4680695,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:17:49.449144+00,11-0,1,t,3649,-1801183021,1111111111111111
284,4680868,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:24:15.384827+00,45601,0,t,3650,-1800797086,1111111111011111
285,4680872,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:24:25.45697+00,45601,1,t,3651,-1800787014,1111111111111111
286,4680994,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:26:22.783473+00,11-0,0,t,3652,-1800669688,1111111111111110
287,4681029,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:26:31.077817+00,45598,0,t,3653,-1800661394,1111111111111010
288,4681106,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:26:36.718429+00,11-0,1,t,3654,-1800655753,1111111111111011
289,4681149,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:26:50.93372+00,45600,0,t,3655,-1800641538,1111111111101011
295,4681253,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:27:25.072831+00,45598,1,t,3656,-1800607399,1111111111101111
303,4681371,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:28:14.719598+00,45600,1,t,3657,-1800557752,1111111111111111
305,4681376,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:28:49.59149+00,45598,0,t,3658,-1800522880,1111111111111011
311,4681432,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:29:06.990932+00,45598,1,t,3659,-1800505481,1111111111111111
322,4681926,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:34:05.135463+00,45601,0,t,3660,-1800207337,1111111111011111
323,4681934,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:34:15.401903+00,45601,1,t,3661,-1800197070,1111111111111111
328,4682095,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:35:14.730316+00,45601,0,t,3662,-1800137742,1111111111011111
329,4682127,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:35:25.019644+00,45601,1,t,3663,-1800127453,1111111111111111
341,4682669,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:40:59.633282+00,45599,0,t,3664,-1799792840,1111111111110111
342,4682717,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:41:09.932112+00,45599,1,t,3665,-1799782541,1111111111111111
344,4682749,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:41:47.336536+00,45599,0,t,3666,-1799745136,1111111111110111
345,4682751,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:41:57.619885+00,45599,1,t,3667,-1799734853,1111111111111111
346,4683205,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:46:00.365032+00,45600,0,t,3668,-1799492108,1111111111101111
347,4683232,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:46:29.785536+00,45600,1,t,3669,-1799462688,1111111111111111
352,4683484,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:48:18.130933+00,45598,0,t,3670,-1799354343,1111111111111011
353,4683496,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:48:28.423396+00,11-0,0,t,3671,-1799344050,1111111111111010
354,4683505,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:48:37.172513+00,45598,1,t,3672,-1799335302,1111111111111110
356,4683587,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:49:02.073913+00,45600,0,t,3673,-1799310400,1111111111101110
362,4683657,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:49:25.951993+00,11-0,1,t,3674,-1799286522,1111111111101111
367,4683684,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:50:11.096244+00,45600,1,t,3675,-1799241378,1111111111111111
372,4683785,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:51:03.240423+00,45598,0,t,3676,-1799189233,1111111111111011
373,4683795,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:51:22.467738+00,45598,1,t,3677,-1799170006,1111111111111111
381,4683955,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:52:17.627995+00,11-0,0,t,3678,-1799114846,1111111111111110
382,4684005,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 01:52:54.512894+00,11-0,1,t,3679,-1799077961,1111111111111111
396,4687123,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 02:25:54.247748+00,45597,0,t,3680,-1797098229,1111111111111101
397,4698346,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:41:55.936467+00,45597,1,t,3682,-1788936558,1111111111101111
398,4698347,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:41:55.936467+00,45600,0,t,3682,-1788936558,1111111111101111
399,4698361,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:42:08.016533+00,45600,1,t,3683,-1788924478,1111111111111111
404,4698474,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:43:16.46416+00,45598,0,t,3684,-1788856030,1111111111111011
405,4698512,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:43:36.076589+00,45598,1,t,3685,-1788836418,1111111111111111
407,4698582,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:44:04.840597+00,11-0,0,t,3686,-1788807654,1111111111111110
411,4698704,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:44:41.38513+00,11-0,1,t,3687,-1788771109,1111111111111111
416,4698749,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:46:16.911774+00,45600,0,t,3688,-1788675583,1111111111101111
417,4698772,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:46:35.656535+00,45598,0,t,3689,-1788656838,1111111111101011
418,4698828,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:46:54.575612+00,45598,1,t,3690,-1788637919,1111111111101111
423,4698889,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:47:45.848865+00,45600,1,t,3691,-1788586646,1111111111111111
428,4699163,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:50:34.303616+00,11-0,0,t,3692,-1788418191,1111111111111110
429,4699204,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 04:50:50.780053+00,11-0,1,t,3693,-1788401715,1111111111111111
442,4708106,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 07:18:02.939598+00,45600,0,t,3694,-1779569569,1111111111101111
443,4708140,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 07:18:22.529269+00,45600,1,t,3695,-1779549979,1111111111111111
448,4755382,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:33:10.920944+00,45598,0,t,3696,-1721061675,1111111111111011
449,4755383,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:33:49.645631+00,45598,1,t,3697,-1721022950,1111111111111111
451,4755395,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:34:15.440579+00,45598,0,t,3698,-1720997155,1111111111111011
455,4755449,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:34:52.033115+00,45598,1,t,3699,-1720960563,1111111111111111
460,4755574,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:36:23.835034+00,45600,0,t,3700,-1720868761,1111111111101111
461,4755576,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:36:43.971277+00,45600,1,t,3701,-1720848625,1111111111111111
463,4755582,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:37:12.361687+00,45598,0,t,3702,-1720820234,1111111111111011
467,4755599,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:37:30.937301+00,45598,1,t,3703,-1720801659,1111111111111111
472,4755783,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:39:12.179665+00,45598,0,t,3704,-1720700417,1111111111111011
473,4755794,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:39:30.772344+00,45598,1,t,3705,-1720681824,1111111111111111
485,4756046,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:37.126954+00,45601,0,t,3706,-1720495470,1111111111011111
486,4756083,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:47.298082+00,45601,1,t,3707,-1720485299,1111111111111111
488,4756108,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:43:29.114973+00,45601,0,t,3708,-1720443482,1111111111011111
489,4756110,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:43:39.267989+00,45601,1,t,3709,-1720433329,1111111111111111
490,4756196,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:19.863816+00,45598,0,t,3710,-1720332733,1111111111111011
491,4756199,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:32.199178+00,45598,1,t,3711,-1720320398,1111111111111111
492,4756211,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:37.624616+00,45600,0,t,3712,-1720314972,1111111111101111
497,4756270,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:23.399467+00,45600,1,t,3713,-1720269197,1111111111111111
498,4756325,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:41.217336+00,45598,0,t,3714,-1720251380,1111111111111011
503,4756398,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:29.349586+00,45600,0,t,3715,-1720203247,1111111111101011
504,4756433,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:49.719905+00,45600,1,t,3716,-1720182877,1111111111111011
505,4756435,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:56.091313+00,11-0,0,t,3717,-1720176506,1111111111111010
510,4756453,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:35.307619+00,11-0,1,t,3718,-1720137290,1111111111111011
521,4756566,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:21.830251+00,45597,0,t,3719,-1720030767,1111111111111001
522,4756571,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:32.06554+00,45597,1,t,3720,-1720020532,1111111111111011
525,4756595,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:14.485+00,45601,0,t,3721,-1719978112,1111111111011011
526,4756607,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:24.656244+00,45601,1,t,3722,-1719967941,1111111111111011
527,4756608,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:26.469013+00,45598,1,t,3723,-1719966128,1111111111111111
539,4756786,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:01.5702+00,45597,0,t,3724,-1719811027,1111111111111101
540,4756795,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:11.762451+00,45597,1,t,3725,-1719800835,1111111111111111
542,4756870,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:49.669501+00,45601,0,t,3726,-1719762928,1111111111011111
